,textract_conf_app_code,textract_conf_twenty_code,tesseract_conf_app_code,tesseract_conf_twenty_code,doc,RegId,RegIdConf,app_code_textract,app_code_tesseract,app_code_table_lookup,twenty_code_textract,twenty_code_tesseract,twenty_code_table_lookup,app_code_fallback,twenty_code_fallback,approval_back_up,twenty_back_up,history
10,,,,,C001956471-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,68.39868927001953,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
11,97.46,,98.51,,C001956472-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,89.94719696044922,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020 WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
12,73.44,,85.26,,C001956473-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,90.64619445800781,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
13,81.34,,99.67,,C001956474-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,94.78849792480469,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
14,96.18,,100.0,,C001956475-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,91.29883575439453,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
15,,,,,C001956476-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,79.63876342773438,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is UTORAARORRQRLAIR NNN', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
16,,,,,C001956477-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,73.14725494384766,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020 WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Tesseract twenty_code is ARORRQZAMR NON', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
17,76.84,,99.05,,C001956478-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,93.79839324951172,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
18,96.35,,99.91,,C001956479-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,93.37686157226562,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
19,,,,,C001956480-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,86.04723358154297,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
20,82.59,,75.76,,C001956481-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,92.83794036315918,0020_WCM_88642E C INTERNAL APPROVED 10212021,0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is 0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is 70020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Tesseract twenty_code is YBOQLAXTD NNO', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
21,,,,,C001956482-00-bottom.tif,Y0020_WCM_96260E_C INTERNAL APPROVED 03212022 NA2WCMLTR96260E_0000,85.56038665771484,,,Y0020_WCM_96260E_C INTERNAL APPROVED 03212022,,,NA2WCMLTR96260E_0000,,,,,"['Tesseract app_code is Y0020_WCM_96260E_C INTERNAL APPROVED 03212022', 'Textract app_code is Y0020_WCM_96260E_C INTERNAL APPROVED 03212022', 'Tesseract twenty_code is NA2WCMLTR96260E_0000', 'Textract twenty_code is NA2WCMLTR96260E_0000']"
22,90.08,,75.95,,C001956483-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,93.50000000000001,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
23,93.32,92.26,80.14,77.0,C001956484-00-bottom.tif,70020_WCM_88642E_C INTERNAL APPROVED 10212021 A1WCMEOB88642E_0000,95.83519594850782,70020_WCM_88642E_C INTERNAL APPROVED 10212021,70020_WCM_88642E_C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,JA1WCMEOB88642E_0000,IA1WCMEOB88642E_0000,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is 70020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is 70020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is IA1WCMEOB88642E_0000', 'Textract twenty_code is JA1WCMEOB88642E_0000']"
24,,,,,C001956485-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,89.88003540039062,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
25,,,,,C001956486-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,88.81356811523438,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
26,,,,,C001956487-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,91.30000000000001,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
27,,,,,C001956488-00-bottom.tif,PRO_02430E INTERNAL APPROVED 07052017 NJ7PROLTR02430E_0000,92.88313293457031,,,PRO_02430E INTERNAL APPROVED 07052017,,,NJ7PROLTR02430E_0000,,,,,"['Tesseract app_code is PRO_02430E INTERNAL APPROVED 07052017', 'Textract app_code is PRO_02430E INTERNAL APPROVED 07052017', 'Tesseract twenty_code is NJ7PROLTR02430E_0000', 'Textract twenty_code is NJ7PROLTR02430E_0000']"
28,96.42,,97.28,,C001956489-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,88.31351470947266,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
29,82.61,,99.0,,C001956490-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,94.77531433105469,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020 WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL, APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
30,,,,,C001956491-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,95.46302795410156,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_8 8642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
31,98.25,,98.76,,C001956492-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,97.30223083496094,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000']"
32,,,,,C001956493-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,61.87887323943662,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is 70020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
33,94.85,,97.55,,C001956494-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,87.7877426147461,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
34,97.29,,100.0,,C001956495-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,92.21372985839844,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020 WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
35,,,,,C001956496-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,94.3427963256836,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
36,94.96,,98.06,,C001956497-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,84.7,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNALAPPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
37,,,,,C001956498-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,88.0,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is (0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
38,84.28,,98.31,,C001956499-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,93.41279602050781,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020 WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020 WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
39,,,,,C001956500-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,69.4890625,,,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E_C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is ABORRREAXE NNND', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
40,78.47,,97.6,,C001956501-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,95.7,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E_0000']"
41,,,,,C001956502-00-bottom.tif,Y0020_20 17708LTR_C_04012020 ,47.46923076923077,,,,,,,,,Y0020 20 17708LTR_C_04012020,,"['Tesseract app_code is Y0020 20 17708LTR_C_04012020', 'Textract app_code is Y0020_20_17708LTR_C_04012020', 'Tesseract app_code is OMB APPROVAL 09380829', 'Tesseract app_code_fallback is C001956502', 'Textract app_code_fallback is C001956502', 'Tesseract twenty_code_fallback is C001956502', 'Textract twenty_code_fallback is C001956502', 'Tesseract app_code_fallback is Y0020 20 17708LTR_C_04012020', 'Textract app_code_fallback is Y0020_20_17708LTR_C_04012020', 'Tesseract twenty_code_fallback is Y0020 20 17708LTR_C_04012020', 'Textract twenty_code_fallback is Y0020_20_17708LTR_C_04012020', 'Tesseract app_code_fallback is FORM CMS 10003NDMCP', 'Textract app_code_fallback is FORM CMS 10003-NDMCP', 'Tesseract twenty_code_fallback is FORM CMS 10003NDMCP', 'Textract twenty_code_fallback is FORM CMS 10003-NDMCP', 'Tesseract app_code_fallback is OMB APPROVAL 09380829 EXPIRES 02282023', 'Textract app_code_fallback is OMB APPROVAL 0938-0829 (EXPIRES: 02/28/2023)', 'Tesseract twenty_code_fallback is OMB APPROVAL 09380829 EXPIRES 02282023', 'Textract twenty_code_fallback is OMB APPROVAL 0938-0829 (EXPIRES: 02/28/2023)']"
42,,,,,C001956503-00-bottom.tif,Y0020_20_14719LTR_C ,46.2,,,,,,,,,Y0020_20_14719LTR_C,,"['Tesseract app_code is Y0020_20_14719LTR_C', 'Textract app_code is Y0020_20_14719LTR_O', 'Tesseract app_code_fallback is Y0020 20 14719LTR_C', 'Textract app_code_fallback is Y0020_20_14719LTR_O', 'Tesseract twenty_code_fallback is Y0020 20 14719LTR_C', 'Textract twenty_code_fallback is Y0020_20_14719LTR_O', 'Tesseract app_code_fallback is C001956503', 'Textract app_code_fallback is C001956503', 'Tesseract twenty_code_fallback is C001956503', 'Textract twenty_code_fallback is C001956503']"
43,,,,,C001956504-00-bottom.tif,Y0020_20_17708LTR_C_04012020 ,46.58374366760254,,,,,,,,,Y0020_20_17708LTR_C_04012020,,"['Tesseract app_code is Y0020_20_17708LTR_C_04012020', 'Textract app_code is Y0020_20_17708LTR_C_04012020', 'Tesseract app_code is OMB APPROVAL 09380829', 'Tesseract app_code_fallback is C001956504', 'Textract app_code_fallback is C001956504', 'Tesseract twenty_code_fallback is C001956504', 'Textract twenty_code_fallback is C001956504', 'Tesseract app_code_fallback is Y0020_20_17708LTR_C_04012020', 'Textract app_code_fallback is Y0020_20_17708LTR_C_04012020', 'Tesseract twenty_code_fallback is Y0020_20_17708LTR_C_04012020', 'Textract twenty_code_fallback is Y0020_20_17708LTR_C_04012020', 'Tesseract app_code_fallback is FORM CMS 10003NDMCP', 'Textract app_code_fallback is FORM CMS 10003-NDMCP', 'Tesseract twenty_code_fallback is FORM CMS 10003NDMCP', 'Textract twenty_code_fallback is FORM CMS 10003-NDMCP', 'Tesseract app_code_fallback is OMB APPROVAL 09380829 EXPIRES 02282023', 'Textract app_code_fallback is OMB APPROVAL 0938-0829 (EXPIRES: 02/28/2023)', 'Tesseract twenty_code_fallback is OMB APPROVAL 09380829 EXPIRES 02282023', 'Textract twenty_code_fallback is OMB APPROVAL 0938-0829 (EXPIRES: 02/28/2023)']"
44,96.19,,98.84,,C001956506-00-bottom.tif,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021 NA1WCMEOB88642E_0000,95.21621704101562,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E C INTERNAL APPROVED 10212021,Y0020_WCM_88642E_C INTERNAL APPROVED 10212021,,,NA1WCMEOB88642E_0000,,,,,"['Tesseract app_code is Y0020_WCM_88642E C INTERNAL APPROVED 10212021', 'Textract app_code is Y0020_WCM_88642E_CINTERNAL APPROVED 10212021', 'Tesseract twenty_code is NA1WCMEOB88642E 0000', 'Textract twenty_code is NA1WCMEOB88642E_0000']"
