,doc,RegId,RegIdConf,approval_textract,approval_tesseract,approval_table_lookup,twenty_textract,twenty_tesseract,twenty_table_lookup,history
10,CUR6470-01_2789_05132023_0001133396-C001415026-00-bottom.tif,Y0020 WCM 100186E C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,93.45336378601074,V0020 WCM 100186RCINTERNAL APPROVED 07252022,Y0020 WCM_100186E C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E 0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020 WCM_100186E C INTERNAL APPROVED 07252022', 'Textract app code is V0020 WCM 100186RCINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E 0000']"
11,CUR6470-01_2789_05132023_0001133396-C001415030-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,92.40300087936401,Y0020_WCM_100186E_CINTERNALA APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALA APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
12,CUR6470-01_2789_05132023_0001133396-C001415033-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,96.85701574890138,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
13,CUR6470-01_2789_05132023_0001133398-C001415077-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,92.99191453552247,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
14,CUR6470-01_2789_05132023_0001133398-C001415109-00-bottom.tif,Y0020_WCM_100186E C INTERNAL APPROVED 07252022 NA3WCMEOBO00186E_0000,87.77571105957031,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E E C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOBO00186E_0000,"['Tesseract app code is Y0020_WCM_100186E E C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E 0000']"
15,CUR6470-01_2789_05132023_0001133398-C001415126-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,90.78584403316498,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
16,CUR6470-01_2789_05132023_0001133398-C001415138-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,92.67352267547608,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
17,CUR6470-01_2789_05132023_0001133404-C001415144-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.03836734390259,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
18,CUR6470-01_2790_05122023_0001133358-C001413964-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,91.22286238331604,70020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E 0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is 70020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E 0000']"
19,CUR6470-01_2790_05122023_0001133358-C001413977-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,97.92134290084839,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
20,CUR6470-01_2790_05122023_0001133358-C001413989-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,97.1773484728241,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
21,CUR6470-01_2790_05122023_0001133358-C001414044-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.58058498382569,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
22,CUR6470-01_2790_05122023_0001133360-C001414078-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,96.65194295501709,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
23,CUR6470-01_2792_05132023_0001133409-C001415198-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,93.75391415100098,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
24,CUR6470-01_2792_05132023_0001133409-C001415214-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,97.58316687248993,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTEMAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTEMAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
25,CUR6470-01_2792_05132023_0001133409-C001415227-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,86.09576416015625,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
26,CUR6470-01_2792_05132023_0001133415-C001415404-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,93.26089338912965,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
27,CUR6470-01_2792_05132023_0001133415-C001415436-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 ,43.92739759099218,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL EMAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL EMAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022']"
28,CUR6470-01_2792_05132023_0001133415-C001415482-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,93.15282671150207,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
29,CUR6470-01_2793_05132023_0001133421-C001415630-00-bottom.tif,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022 ,49.33212038421631,Y0020_WCM_108136E_CINTERNALAPPROVED 08112022,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022,Y0020 WCM_108136E_C INTERNAL APPROVED 08112022,,,,"['Tesseract app code is Y0020_WCM_108136E_C INTERNAL APPROVED 08112022', 'Textract app code is Y0020_WCM_108136E_CINTERNALAPPROVED 08112022']"
30,CUR6470-01_2793_05132023_0001133421-C001415669-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,95.48189673080445,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
31,CUR6470-01_2793_05132023_0001133421-C001415675-00-bottom.tif,PRO_108483E_STATE APPROVED 08052022 NA2PROLTR08483E_0000,93.47497741699219,PRO_108483E_STATE APPROVED 08052022,PRO_108483E_STATE APPROVED 08052022,PRO_108483E STATE APPROVED 08052022,NA2PROLTR08483E_0000,NA2PROLTRO8483E_0000,NA2PROLTR08483E_0000,"['Tesseract app code is PRO_108483E_STATE APPROVED 08052022', 'Textract app code is PRO_108483E_STATE APPROVED 08052022', 'Tesseract twenty code is NA2PROLTRO8483E_0000', 'Textract twenty code is NA2PROLTR08483E_0000']"
32,CUR6470-01_2793_05132023_0001133421-C001415689-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,98.24902288589477,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
33,CUR6470-01_2793_05132023_0001133426-C001415806-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,93.1252670288086,70020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is 70020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
34,CUR6470-01_2793_05132023_0001133431-C001415892-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,86.46890258789062,Y0020_WCM_100186E_CINTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
35,CUR6470-01_2793_05132023_0001133436-C001416005-00-bottom.tif,Y0020_WCM_I00186E_C INTERNAI APPROVED 07252022 NA3WCMEOB00186E_0000,82.71760314289094,Y0020_WCM_I00186E_CINTERNAI APPROVED 07252022,Y0020_WCM_100I86E_C INTEMAI APPROVED 07252022,Y0020_WCM_00186E_C INTERNAL APPROVED 07252022,NA3WCMEOB00186E 0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100I86E_C INTEMAI APPROVED 07252022', 'Textract app code is Y0020_WCM_I00186E_CINTERNAI APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E 0000']"
36,CUR6470-01_2798_05152023_0001133726-C001417541-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,99.21591077423096,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
37,CUR6470-01_2798_05152023_0001133729-C001417632-00-bottom.tif,Y0020_WCM_100186E _C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,91.4655614332466,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E _ C INTEMAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E _ C INTEMAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
38,CUR6470-01_2798_05152023_0001133729-C001417637-00-bottom.tif,Y0020_ WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,75.85771179199219,(0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_ WCM_100186E_C INTEMAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_ WCM_100186E_C INTEMAL APPROVED 07252022', 'Textract app code is (0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
39,CUR6470-01_2798_05152023_0001133730-C001417734-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,90.25936889648438,Y0020_WCM_100186E_CINTERNALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,,,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTERNALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000']"
40,CUR6470-01_2798_05152023_0001133730-C001417736-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,94.72513485717774,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Tesseract twenty code is NA3WCMEOB00186E_0000', 'Textract twenty code is NA3WCMEOB00186E_0000']"
