Ricoh DCN,REGULATORY_APPROVAL_ID
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652939.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652966.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652984.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652961.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652907.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652970.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652934.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652938.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652945.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001653001.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652909.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652936.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652905.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652941.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652967.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142048/C001652976.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376826.TIF,PRO
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376824.TIF,PRO
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376805.TIF,UAR
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376823.TIF,PRO
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376827.TIF,PRO
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376825.TIF,PRO
07072023-2/CUR6470-01_2698_05102023_0001131969/C001376829.TIF,PRO
07072023-2/CUR6470-01_2949_05182023_0001136079/C001484112.TIF,PDG
07072023-2/CUR6470-01_2949_05182023_0001136079/C001484052.TIF,RMR
07072023-2/CUR6470-01_2949_05182023_0001136079/C001484038.TIF,UMR NA2WCMEOB79520S_2022
07072023-2/CUR6470-01_3023_05202023_0001137149/C001518134.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_2660_05092023_0001131368/C001359368.TIF,PDG
07072023-2/CUR6470-01_2660_05092023_0001131368/C001359363.TIF,UXR
07072023-2/CUR6470-01_2660_05092023_0001131368/C001359358.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022 NA3WCMLTR21990E_0000NA3WCMINS18099M_WMLINA3WCMDRV06335_0000
07072023-2/CUR6470-01_2660_05092023_0001131368/C001359365.TIF,UXR
07072023-2/CUR6470-01_2660_05092023_0001131368/C001359378.TIF,UXR
07072023-2/CUR6470-01_2555_05042023_0001128412/C001311383.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_3180_02282023_0001139606/C001591869.TIF,UXR
07072023-2/CUR6470-01_3180_02282023_0001139606/C001591882.TIF,PRO
07072023-2/CUR6470-01_3180_02282023_0001139606/C001591880.TIF,WLR
07072023-2/CUR6470-01_3180_02282023_0001139606/C001591875.TIF,WCM_14439E NA9WCMINS14439E_0000
07072023-2/CUR6470-01_2778_05122023_0001133319/C001409856.TIF,WMR
07072023-2/CUR6470-01_2706_05102023_0001132110/C001380060.TIF,NCD
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639585.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639523.TIF,Y0020_WCM_106335M_C_Internal Approved MMDDYYYY KY3KMRLTR11091E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639622.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYY MS3IMRLTR10884E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639613.TIF,Y0020_WCM_106335M_C_Internal Approved MMDDYYYY SC3SLRLTR11043E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639545.TIF,WMR NA2WCMEOB79520S_2022
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639617.TIF,Y0020_WCM_106335M_C_Internal Approved MMDDYYYY CA3RMRLTR10968E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639620.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639521.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639602.TIF,Y0020_CNC_86611E_C INTERNAL APPROVED 09272021 TNIWCMPCD8861
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639619.TIF,Y0020_WCM_106335M_C Internal Approved MMDDYYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639614.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639605.TIF,Y0020_CNC_86611E_C INTERNAL APPROVED 09272 NA1WCMPCD86611E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639524.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639623.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639618.TIF,Y0020_WCM_106335M_C_Internal Approved MMDDYYYY TN31MRLTR10890E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639616.TIF,Y0020_WCM_106335M_C_Internal Approved MMDDYYYY TX3UXRLTR10784E_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639621.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3296_02012023_0001142081/C001639522.TIF,Y0020_WCM_106335M_C INTERNAL APPROVED MMDDYYYY NA3WCMDRV06335M_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652690.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652654.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652672.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652645.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652605.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652658.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652685.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652683.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652625.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652669.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652691.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652660.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652659.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652631.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652684.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652639.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652662.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142040/C001652688.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2639_05102023_0001131934/C001349178.TIF,Y0020_WCM_108136E_C Internal Approved 08112022 NA3WCMLTR08136E_00005246_60014WCGA1
07072023-2/CUR6470-01_2964_05182023_0001136374/C001491535.TIF,Y0020_21_24016LTR_C_03012021 IMR
07072023-2/CUR6470-01_2898_05172023_0001135369/C001461342.TIF,RMR
07072023-2/CUR6470-01_2898_05172023_0001135369/C001461359.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA2WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2898_05172023_0001135369/C001461352.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022CAWCMEOB09312E_0000_C
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304449.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304441.TIF,PRO
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304443.TIF,PRO
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304442.TIF,PRO
07072023-2/CUR6470-01_2541_05052023_0001129611/C001304440.TIF,PRO
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653266.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653297.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653242.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653224.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653215.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653282.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653228.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653219.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653273.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653258.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653267.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653285.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653254.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653272.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653210.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653289.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653270.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653292.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653221.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142065/C001653230.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_2709_05102023_0001132111/C001381583.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_3240_05262023_0001140410/C001616539.TIF,Y0020_21_RXCOM00004_C_08232021 5246_9004MYWCA1
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652421.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652441.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652484.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652385.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652439.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652398.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652442.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142036/C001652486.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652502.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652520.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652537.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652555.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652591.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652519.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652533.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652551.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652506.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652496.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652586.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652513.TIF,NCD
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652540.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652566.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652584.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652490.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652526.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652508.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652579.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652489.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652530.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652529.TIF,ESTIMADO A PADRE MADRE O TUTOR LEGAL DE
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652574.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652538.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652592.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652543.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652507.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652534.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652570.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652569.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652587.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652505.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652549.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652495.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652563.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142038/C001652518.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_2901_05172023_0001135418/C001463123.TIF,UPR
07072023-2/CUR6470-01_2898_05172023_0001135366/C001461306.TIF,UXR
07072023-2/CUR6470-01_2898_05172023_0001135366/C001461289.TIF,UAR
07072023-2/CUR6470-01_2898_05172023_0001135366/C001461294.TIF,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB
07072023-2/CUR6470-01_3304_05302023_0001141845/C001643177.TIF,PRO
07072023-2/CUR6470-01_3304_05302023_0001141845/C001643171.TIF,PRO
07072023-2/CUR6470-01_3304_05302023_0001141845/C001643154.TIF,PRO
07072023-2/CUR6470-01_2772_05122023_0001133252/C001406428.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_2772_05122023_0001133252/C001406421.TIF,H5087_WCM_109312E_C INTERNAL APPROVED 08312022 CA3WCMEOB09312E_0000_S
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653060.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653015.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653068.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653086.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653077.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653095.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653046.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653073.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653011.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653026.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653062.TIF,CAD_86961S_STATE APPROVED 09242021 NCICADDML91103S_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653057.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653039.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653004.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653016.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653061.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653007.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653092.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653056.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653074.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
07072023-2/CUR6470-01_3323_05302023_0001142055/C001653029.TIF,CAD_86961E_STATE APPROVED 09242021 NCICADDML86961E_0000
